Category,Phecode,ICD10,Description
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M919,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M918,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M927,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M926,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M920,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M913,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M92,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M928,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M924,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M922,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M912,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M910,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M91,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M929,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M923,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M911,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M420,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M921,Juvenile osteochondrosis
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M853,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M941,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M858,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M851,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M84,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M891,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M94,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M943,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M892,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M852,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M848,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M890,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M893,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M849,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M895,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733,M948,Other disorders of bone and cartilage
ICD10 Diseases of the musculoskeletal system and connective tissue,733.4,M872,Aseptic necrosis of bone
ICD10 Diseases of the musculoskeletal system and connective tissue,733.4,M878,Aseptic necrosis of bone
ICD10 Diseases of the musculoskeletal system and connective tissue,733.4,M873,Aseptic necrosis of bone
ICD10 Diseases of the musculoskeletal system and connective tissue,733.4,M879,Aseptic necrosis of bone
ICD10 Diseases of the musculoskeletal system and connective tissue,733.4,M87,Aseptic necrosis of bone
ICD10 Diseases of the musculoskeletal system and connective tissue,733.4,M871,Aseptic necrosis of bone
ICD10 Diseases of the musculoskeletal system and connective tissue,733.4,M870,Aseptic necrosis of bone
ICD10 Diseases of the musculoskeletal system and connective tissue,733.8,M841,Malunion and nonunion of fracture
ICD10 Diseases of the musculoskeletal system and connective tissue,733.8,M840,Malunion and nonunion of fracture
ICD10 Diseases of the musculoskeletal system and connective tissue,735,M216,Acquired foot deformities
ICD10 Diseases of the musculoskeletal system and connective tissue,735.1,M214,Flat foot
ICD10 Diseases of the musculoskeletal system and connective tissue,735.2,M205,Acquired toe deformities
ICD10 Diseases of the musculoskeletal system and connective tissue,735.2,M203,Acquired toe deformities
ICD10 Diseases of the musculoskeletal system and connective tissue,735.2,M206,Acquired toe deformities
ICD10 Diseases of the musculoskeletal system and connective tissue,735.21,M204,Hammer toe 
ICD10 Diseases of the musculoskeletal system and connective tissue,735.23,M202,Hallux rigidus
ICD10 Diseases of the musculoskeletal system and connective tissue,735.3,M201,Hallux valgus 
ICD10 Diseases of the musculoskeletal system and connective tissue,736,M210,Other acquired deformities of limbs
ICD10 Diseases of the musculoskeletal system and connective tissue,736,M211,Other acquired deformities of limbs
ICD10 Diseases of the musculoskeletal system and connective tissue,736,M212,Other acquired deformities of limbs
ICD10 Diseases of the musculoskeletal system and connective tissue,736,M21,Other acquired deformities of limbs
ICD10 Diseases of the musculoskeletal system and connective tissue,736,M215,Other acquired deformities of limbs
ICD10 Diseases of the musculoskeletal system and connective tissue,736,M925,Other acquired deformities of limbs
ICD10 Diseases of the musculoskeletal system and connective tissue,736,M213,Other acquired deformities of limbs
ICD10 Diseases of the musculoskeletal system and connective tissue,736,M219,Other acquired deformities of limbs
ICD10 Diseases of the musculoskeletal system and connective tissue,736,M217,Other acquired deformities of limbs
ICD10 Diseases of the musculoskeletal system and connective tissue,736,M218,Other acquired deformities of limbs
ICD10 Diseases of the musculoskeletal system and connective tissue,736.2,M200,Acquired deformities of finger
"ICD10 Congenital malformations, deformations and chromosomal abnormalities",737,Q763,Curvature of spine
"ICD10 Congenital malformations, deformations and chromosomal abnormalities",737,M439,Curvature of spine
ICD10 Diseases of the musculoskeletal system and connective tissue,737.1,M963,Kyphosis 
ICD10 Diseases of the musculoskeletal system and connective tissue,737.1,M400,Kyphosis 
ICD10 Diseases of the musculoskeletal system and connective tissue,737.1,M403,Kyphosis 
ICD10 Diseases of the musculoskeletal system and connective tissue,737.1,M402,Kyphosis 
ICD10 Diseases of the musculoskeletal system and connective tissue,737.1,M962,Kyphosis 
ICD10 Diseases of the musculoskeletal system and connective tissue,737.1,M401,Kyphosis 
ICD10 Diseases of the musculoskeletal system and connective tissue,737.3,M965,Kyphoscoliosis and scoliosis
ICD10 Diseases of the musculoskeletal system and connective tissue,737.3,M419,Kyphoscoliosis and scoliosis
ICD10 Diseases of the musculoskeletal system and connective tissue,737.3,M415,Kyphoscoliosis and scoliosis
ICD10 Diseases of the musculoskeletal system and connective tissue,737.3,M414,Kyphoscoliosis and scoliosis
ICD10 Diseases of the musculoskeletal system and connective tissue,737.3,M418,Kyphoscoliosis and scoliosis
ICD10 Diseases of the musculoskeletal system and connective tissue,737.3,M41,Kyphoscoliosis and scoliosis
ICD10 Diseases of the musculoskeletal system and connective tissue,737.3,M413,Kyphoscoliosis and scoliosis
ICD10 Diseases of the musculoskeletal system and connective tissue,737.3,M412,Kyphoscoliosis and scoliosis
ICD10 Diseases of the musculoskeletal system and connective tissue,737.3,M410,Kyphoscoliosis and scoliosis
ICD10 Diseases of the musculoskeletal system and connective tissue,737.3,M411,Kyphoscoliosis and scoliosis
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M955,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M952,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M953,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M998,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M954,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M95,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M959,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M999,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M958,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M950,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738,M951,Other acquired musculoskeletal deformity
ICD10 Diseases of the musculoskeletal system and connective tissue,738.4,M431,Acquired spondylolisthesis
ICD10 Diseases of the musculoskeletal system and connective tissue,738.4,M430,Acquired spondylolisthesis
ICD10 Diseases of the musculoskeletal system and connective tissue,739,M245,Contracture of joint
ICD10 Diseases of the musculoskeletal system and connective tissue,739,M212,Contracture of joint
ICD10 Diseases of the musculoskeletal system and connective tissue,740.1,M189,Osteoarthritis; localized
ICD10 Diseases of the musculoskeletal system and connective tissue,740.1,M16,Osteoarthritis; localized
ICD10 Diseases of the musculoskeletal system and connective tissue,740.1,M163,Osteoarthritis; localized
ICD10 Diseases of the musculoskeletal system and connective tissue,740.1,M169,Osteoarthritis; localized
ICD10 Diseases of the musculoskeletal system and connective tissue,740.11,M180,"Osteoarthrosis, localized, primary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.11,M161,"Osteoarthrosis, localized, primary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.11,M181,"Osteoarthrosis, localized, primary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.11,M171,"Osteoarthrosis, localized, primary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.11,M160,"Osteoarthrosis, localized, primary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.12,M167,"Osteoarthrosis, localized, secondary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.12,M166,"Osteoarthrosis, localized, secondary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.12,M175,"Osteoarthrosis, localized, secondary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.12,M174,"Osteoarthrosis, localized, secondary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.12,M192,"Osteoarthrosis, localized, secondary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.12,M185,"Osteoarthrosis, localized, secondary"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.2,M151,"Osteoarthrosis, generalized"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.2,M150,"Osteoarthrosis, generalized"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.2,M152,"Osteoarthrosis, generalized"
ICD10 Diseases of the musculoskeletal system and connective tissue,740.9,M154,Osteoarthrosis NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,740.9,M139,Osteoarthrosis NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,740.9,M190,Osteoarthrosis NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,740.9,M153,Osteoarthrosis NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,741,M12,Symptoms and disorders of the joints
ICD10 Diseases of the musculoskeletal system and connective tissue,741,M532,Symptoms and disorders of the joints
ICD10 Diseases of the musculoskeletal system and connective tissue,741,M258,Symptoms and disorders of the joints
ICD10 Diseases of the musculoskeletal system and connective tissue,741,M251,Symptoms and disorders of the joints
